nama_tempat_wisata,kategori,preferensi,kecamatan,kabupaten_kota,rating,jumlah_rating,link,latitude,longitude
Herman Lantang Camp,Umum,Lainnya,Tamansari,Kabupaten Bogor,4.7,395,https://www.google.com/maps/place/Herman+Lantang+Camp/data=!4m7!3m6!1s0x2e69cfd42e0f4aeb:0x40b9aa6c3f1fba0b!8m2!3d-6.667461!4d106.726525!16s%2Fg%2F11clhqx7p7!19sChIJ60oPLtTPaS4RC7ofP2yquUA?authuser=0&hl=id&rclk=1,-6.667461,106.726525
Global Edu Camp-Curug Sawer,Alam,Wisata Alam,Tamansari,Kabupaten Bogor,4.5,69,https://www.google.com/maps/place/Global+Edu+Camp-Curug+Sawer/data=!4m7!3m6!1s0x2e69d021d5a1f593:0x531a84cc3597ba3e!8m2!3d-6.6516363!4d106.7203083!16s%2Fg%2F11cjh_bnfb!19sChIJk_Wh1SHQaS4RPrqXNcyEGlM?authuser=0&hl=id&rclk=1,-6.6516363,106.7203083
SindangBarang Event Organizer,Umum,Lainnya,Tamansari,Kabupaten Bogor,3.9,13,https://www.google.com/maps/place/SindangBarang+Event+Organizer/data=!4m7!3m6!1s0x2e69c57f94ccc85b:0x8d5b953cde272c08!8m2!3d-6.6279809!4d106.7694183!16s%2Fg%2F11clyt1frx!19sChIJW8jMlH_FaS4RCCwn3jyVW40?authuser=0&hl=id&rclk=1,-6.6279809,106.7694183
Saung Abah Jovi,Umum,Lainnya,Tamansari,Kabupaten Bogor,4.7,103,https://www.google.com/maps/place/Saung+Abah+Jovi/data=!4m7!3m6!1s0x2e69cfb7ab3d8cc9:0x25603169269541df!8m2!3d-6.6588155!4d106.7307401!16s%2Fg%2F11qg1kcvjz!19sChIJyYw9q7fPaS4R30GVJmkxYCU?authuser=0&hl=id&rclk=1,-6.6588155,106.7307401
Wisata Balong Makati,Umum,Lainnya,Tamansari,Kabupaten Bogor,4.8,4,https://www.google.com/maps/place/Wisata+Balong+Makati/data=!4m7!3m6!1s0x2e69d1006784911b:0xa2c6782555b9edb7!8m2!3d-6.6639728!4d106.7193152!16s%2Fg%2F11vrltqpf6!19sChIJG5GEZwDRaS4Rt-25VSV4xqI?authuser=0&hl=id&rclk=1,-6.6639728,106.7193152
Batu taman,Alam,Wisata Alam,Tamansari,Kabupaten Bogor,5,1,https://www.google.com/maps/place/Batu+taman/data=!4m7!3m6!1s0x2e69c5243bc5549b:0x27aff75b3cab7241!8m2!3d-6.6262292!4d106.7652385!16s%2Fg%2F11lynwp7z8!19sChIJm1TFOyTFaS4RQXKrPFv3ryc?authuser=0&hl=id&rclk=1,-6.6262292,106.7652385
Bumi Perkemahan Sukamantri,Umum,Lainnya,Tamansari,Kabupaten Bogor,4.5,1677,https://www.google.com/maps/place/Bumi+Perkemahan+Sukamantri/data=!4m7!3m6!1s0x2e69ce495e8d26db:0x46e991235dd271d0!8m2!3d-6.6750719!4d106.7511192!16s%2Fg%2F1q62hz4qx!19sChIJ2yaNXknOaS4R0HHSXSOR6UY?authuser=0&hl=id&rclk=1,-6.6750719,106.7511192
Kebun Wowo,Alam,Wisata Alam,Tamansari,Kabupaten Bogor,5,6,https://www.google.com/maps/place/Kebun+Wowo/data=!4m7!3m6!1s0x2e69cf3c1c951d97:0xb194c63b2baa727e!8m2!3d-6.6624683!4d106.7435019!16s%2Fg%2F11k4jb_npx!19sChIJlx2VHDzPaS4RfnKqKzvGlLE?authuser=0&hl=id&rclk=1,-6.6624683,106.7435019
AGROEDUWISATA LEMBAH WATU PAGELARAN,Rekreasi,Wisata Rekreasi,Tamansari,Kabupaten Bogor,4.5,50,https://www.google.com/maps/place/AGROEDUWISATA+LEMBAH+WATU+PAGELARAN/data=!4m7!3m6!1s0x2e69c523bea15ce7:0x359bdf160a64337b!8m2!3d-6.6168189!4d106.765283!16s%2Fg%2F11tdrsz09p!19sChIJ51yhviPFaS4RezNkChbfmzU?authuser=0&hl=id&rclk=1,-6.6168189,106.765283
KAMPUNG DEMNG PARK,Budaya,Wisata Budaya & Edukasi,Tanjungsari,Kabupaten Bogor,5,1,https://www.google.com/maps/place/KAMPUNG+DEMNG+PARK/data=!4m7!3m6!1s0x2e69a59907678683:0xae4f3e53cda6274!8m2!3d-6.600281!4d107.1508116!16s%2Fg%2F11twqq4035!19sChIJg4ZnB5mlaS4RdGLaPOXz5Ao?authuser=0&hl=id&rclk=1,-6.600281,107.1508116
Kebun vanili 2 tanjung sari,Alam,Wisata Alam,Tanjungsari,Kabupaten Bogor,5,2,https://www.google.com/maps/place/Kebun+vanili+2+tanjung+sari/data=!4m7!3m6!1s0x2e69a56a0bddce0d:0x16fbd803654c1c02!8m2!3d-6.6027603!4d107.1425262!16s%2Fg%2F11lkmb528g!19sChIJDc7dC2qlaS4RAhxMZQPY-xY?authuser=0&hl=id&rclk=1,-6.6027603,107.1425262
Kampung Wisata Arroyan Garden,Budaya,Wisata Budaya & Edukasi,Tanjungsari,Kabupaten Bogor,4.3,11,https://www.google.com/maps/place/Kampung+Wisata+Arroyan+Garden/data=!4m7!3m6!1s0x2e69a5efa704b3c9:0x65168d5c0d93721c!8m2!3d-6.5975393!4d107.1320713!16s%2Fg%2F11ghz703gy!19sChIJybMEp--laS4RHHKTDVyNFmU?authuser=0&hl=id&rclk=1,-6.5975393,107.1320713
dBalong DreamLand Rame,Umum,Lainnya,Tanjungsari,Kabupaten Bogor,4.8,4,https://www.google.com/maps/place/dBalong+DreamLand+Rame/data=!4m7!3m6!1s0x2e69bbfe963298ab:0x7afeee2251fc0000!8m2!3d-6.5811227!4d107.0855467!16s%2Fg%2F11sv78jbwh!19sChIJq5gylv67aS4RAAD8USLu_no?authuser=0&hl=id&rclk=1,-6.5811227,107.0855467
Taman Wisata Edukasi Satwa Rusa Jonggol,Budaya,Wisata Budaya & Edukasi,Tanjungsari,Kabupaten Bogor,4.7,11,https://www.google.com/maps/place/Taman+Wisata+Edukasi+Satwa+Rusa+Jonggol/data=!4m7!3m6!1s0x2e69afc38b0cb4bd:0x2dac7845bc04d97a!8m2!3d-6.6330022!4d107.1719584!16s%2Fg%2F11s3b1_9x5!19sChIJvbQMi8OvaS4RetkEvEV4rC0?authuser=0&hl=id&rclk=1,-6.6330022,107.1719584
Lembah Bukit Kembar,Alam,Wisata Alam,Tanjungsari,Kabupaten Bogor,5,2,https://www.google.com/maps/place/Lembah+Bukit+Kembar/data=!4m7!3m6!1s0x2e69a50042e6a407:0xf5f706d02b78cb2f!8m2!3d-6.5813356!4d107.1737471!16s%2Fg%2F11y73r7sfn!19sChIJB6TmQgClaS4RL8t4K9AG9_U?authuser=0&hl=id&rclk=1,-6.5813356,107.1737471
Wana Wisata Rusa Jonggol,Umum,Lainnya,Tanjungsari,Kabupaten Bogor,4.7,6,https://www.google.com/maps/place/Wana+Wisata+Rusa+Jonggol/data=!4m7!3m6!1s0x2e69af9037bceca3:0xd40e18383fd0f608!8m2!3d-6.6344582!4d107.1711662!16s%2Fg%2F11rk4ps230!19sChIJo-y8N5CvaS4RCPbQPzgYDtQ?authuser=0&hl=id&rclk=1,-6.6344582,107.1711662
Camping Ground Desa Wisata Magnet Rezeki,Rekreasi,Wisata Rekreasi,Tanjungsari,Kabupaten Bogor,5,5,https://www.google.com/maps/place/Camping+Ground+Desa+Wisata+Magnet+Rezeki/data=!4m7!3m6!1s0x2e69a52163cb975d:0x22b69c4be79685a3!8m2!3d-6.5831053!4d107.173034!16s%2Fg%2F11trzkpmrt!19sChIJXZfLYyGlaS4Ro4WW50uctiI?authuser=0&hl=id&rclk=1,-6.5831053,107.173034
Kebon Barong Buleklak,Umum,Lainnya,Tanjungsari,Kabupaten Bogor,5,15,https://www.google.com/maps/place/Kebon+Barong+Buleklak/data=!4m7!3m6!1s0x2e69b1cde9ff9673:0x439d14af353cf3ba!8m2!3d-6.6342474!4d107.0781599!16s%2Fg%2F11s6rjpg_0!19sChIJc5b_6c2xaS4RuvM8Na8UnUM?authuser=0&hl=id&rclk=1,-6.6342474,107.0781599
Saung Wa Amud,Umum,Lainnya,Tanjungsari,Kabupaten Bogor,4,4,https://www.google.com/maps/place/Saung+Wa+Amud/data=!4m7!3m6!1s0x2e69a59fbefb0b57:0xc92b4e700a502695!8m2!3d-6.5882477!4d107.1775562!16s%2Fg%2F11sy3y_dbj!19sChIJVwv7vp-laS4RlSZQCnBOK8k?authuser=0&hl=id&rclk=1,-6.5882477,107.1775562
Saung Bunda Lisa,Umum,Lainnya,Tanjungsari,Kabupaten Bogor,5,10,https://www.google.com/maps/place/Saung+Bunda+Lisa/data=!4m7!3m6!1s0x2e69a500000ebb6f:0x43e0f0ff14aa6932!8m2!3d-6.58523!4d107.16687!16s%2Fg%2F11lcmm3zc7!19sChIJb7sOAAClaS4RMmmqFP_w4EM?authuser=0&hl=id&rclk=1,-6.58523,107.16687
Wisata Puncak Pinus Cikalong-kulon cianjur,Alam,Wisata Alam,Tanjungsari,Kabupaten Bogor,4.4,1874,https://www.google.com/maps/place/Wisata+Puncak+Pinus+Cikalong-kulon+cianjur/data=!4m7!3m6!1s0x2e69a90651f487f1:0x8c4ca9f5e6482eeb!8m2!3d-6.6617387!4d107.1962434!16s%2Fg%2F11fclj388k!19sChIJ8Yf0UQapaS4R6y5I5vWpTIw?authuser=0&hl=id&rclk=1,-6.6617387,107.1962434
Bukit Cihalimun Pinus,Alam,Wisata Alam,Tanjungsari,Kabupaten Bogor,4.5,17,https://www.google.com/maps/place/Bukit+Cihalimun+Pinus/data=!4m7!3m6!1s0x2e69a55259f02d13:0xb79f3820f80ee599!8m2!3d-6.5813586!4d107.1735756!16s%2Fg%2F11k0mfvqcd!19sChIJEy3wWVKlaS4RmeUO-CA4n7c?authuser=0&hl=id&rclk=1,-6.5813586,107.1735756
Wisata Kampoeng Ciherang,Budaya,Wisata Budaya & Edukasi,Tanjungsari,Kabupaten Bogor,4.3,3384,https://www.google.com/maps/place/Wisata+Kampoeng+Ciherang/data=!4m7!3m6!1s0x2e68d9640b7fef01:0xb54c7b40079f4502!8m2!3d-6.8293636!4d107.7978925!16s%2Fg%2F11c60m3xf2!19sChIJAe9_C2TZaC4RAkWfB0B7TLU?authuser=0&hl=id&rclk=1,-6.8293636,107.7978925
Le Mbach (Lembah Tanjung Rasa),Alam,Wisata Alam,Tanjungsari,Kabupaten Bogor,4.7,86,https://www.google.com/maps/place/Le+Mbach+%28Lembah+Tanjung+Rasa%29/data=!4m7!3m6!1s0x2e69a4fbba0bf52f:0xea69f5a6d3d8fa39!8m2!3d-6.5681875!4d107.1405625!16s%2Fg%2F11gf5vvsv0!19sChIJL_ULuvukaS4ROfrY06b1aeo?authuser=0&hl=id&rclk=1,-6.5681875,107.1405625
"Cai Panas Alam Cibeet Tanjungsari, Jonggol",Alam,Wisata Alam,Tanjungsari,Kabupaten Bogor,4.5,4,"https://www.google.com/maps/place/Cai+Panas+Alam+Cibeet+Tanjungsari,+Jonggol/data=!4m7!3m6!1s0x2e69b1f13bdaf9c9:0xc0f3c9de1876a3f6!8m2!3d-6.6453682!4d107.1598116!16s%2Fg%2F11hh7t0t3d!19sChIJyfnaO_GxaS4R9qN2GN7J88A?authuser=0&hl=id&rclk=1",-6.6453682,107.1598116
Danau Cibuyutan Puncak 4,Alam,Wisata Alam,Tanjungsari,Kabupaten Bogor,4.7,3,https://www.google.com/maps/place/Danau+Cibuyutan+Puncak+4/data=!4m7!3m6!1s0x2e69bb3f29faeaab:0x6499fb571e32759c!8m2!3d-6.6120407!4d107.0876442!16s%2Fg%2F11tcbmsjjt!19sChIJq-r6KT-7aS4RnHUyHlf7mWQ?authuser=0&hl=id&rclk=1,-6.6120407,107.0876442
"Kaizen Park, Puncak 4 Bogor",Alam,Wisata Alam,Tanjungsari,Kabupaten Bogor,4.6,14,"https://www.google.com/maps/place/Kaizen+Park,+Puncak+4+Bogor/data=!4m7!3m6!1s0x2e69bae631f965e1:0xc7353d6129098a12!8m2!3d-6.5871626!4d107.0742243!16s%2Fg%2F11gg5tjb4q!19sChIJ4WX5Mea6aS4REooJKWE9Ncc?authuser=0&hl=id&rclk=1",-6.5871626,107.0742243
RR FARM,Rekreasi,Wisata Rekreasi,Tanjungsari,Kabupaten Bogor,4.8,10,https://www.google.com/maps/place/RR+FARM/data=!4m7!3m6!1s0x2e69af4e34be33ef:0x58e40f3d10e99838!8m2!3d-6.6521853!4d107.1473741!16s%2Fg%2F11fsvt5_lj!19sChIJ7zO-NE6vaS4ROJjpED0P5Fg?authuser=0&hl=id&rclk=1,-6.6521853,107.1473741
Harmoni Nature Park,Alam,Wisata Alam,Tanjungsari,Kabupaten Bogor,5,29,https://www.google.com/maps/place/Harmoni+Nature+Park/data=!4m7!3m6!1s0x2e69a5b6f4ec806b:0xa4e831bddccb56af!8m2!3d-6.6096114!4d107.1310341!16s%2Fg%2F11tdjkddb2!19sChIJa4Ds9LalaS4Rr1bL3L0x6KQ?authuser=0&hl=id&rclk=1,-6.6096114,107.1310341
Setu Aldepos,Umum,Lainnya,Tenjolaya,Kabupaten Bogor,4.4,43,https://www.google.com/maps/place/Setu+Aldepos/data=!4m7!3m6!1s0x2e69db6b493548ef:0x647d9f93e779aae2!8m2!3d-6.631387!4d106.699543!16s%2Fg%2F11swplfwh4!19sChIJ70g1SWvbaS4R4qp555OffWQ?authuser=0&hl=id&rclk=1,-6.631387,106.699543
Wisata Desa Curug Muara,Alam,Wisata Alam,Tenjolaya,Kabupaten Bogor,4.6,48,https://www.google.com/maps/place/Wisata+Desa+Curug+Muara/data=!4m7!3m6!1s0x2e69d13c6e2993f7:0xfb38aa0f3def758e!8m2!3d-6.6556275!4d106.7033856!16s%2Fg%2F11ptqpf126!19sChIJ95MpbjzRaS4RjnXvPQ-qOPs?authuser=0&hl=id&rclk=1,-6.6556275,106.7033856
Gunung Mulya,Alam,Wisata Alam,Tenjolaya,Kabupaten Bogor,4.4,57,https://www.google.com/maps/place/Gunung+Mulya/data=!4m7!3m6!1s0x2e69d15936010115:0x6e8f195b1694a42!8m2!3d-6.6378075!4d106.7084103!16s%2Fg%2F11q23yklg9!19sChIJFQEBNlnRaS4RQkppsZXx6AY?authuser=0&hl=id&rclk=1,-6.6378075,106.7084103
Tempat ngadem,Umum,Lainnya,Tenjolaya,Kabupaten Bogor,5,1,https://www.google.com/maps/place/Tempat+ngadem/data=!4m7!3m6!1s0x2e69d10074051469:0xaf54d50e9774e64!8m2!3d-6.652072!4d106.691803!16s%2Fg%2F11m5h0zq24!19sChIJaRQFdADRaS4RZE536VBN9Qo?authuser=0&hl=id&rclk=1,-6.652072,106.691803
Curug Ciputri Tenjolaya,Alam,Wisata Alam,Tenjolaya,Kabupaten Bogor,4.4,1162,https://www.google.com/maps/place/Curug+Ciputri+Tenjolaya/data=!4m7!3m6!1s0x2e69d1831597ce69:0xa94590aa078609b0!8m2!3d-6.676436!4d106.7063941!16s%2Fg%2F11c4lbdrst!19sChIJac6XFYPRaS4RsAmGB6qQRak?authuser=0&hl=id&rclk=1,-6.676436,106.7063941
Peace Flower Farm,Rekreasi,Wisata Rekreasi,Tenjolaya,Kabupaten Bogor,4.6,22,https://www.google.com/maps/place/Peace+Flower+Farm/data=!4m7!3m6!1s0x2e69dbce1cdf782f:0xe2538b2d2805808!8m2!3d-6.619644!4d106.686275!16s%2Fg%2F11sm8swq7g!19sChIJL3jfHM7baS4RCFiA0rI4JQ4?authuser=0&hl=id&rclk=1,-6.619644,106.686275
Curug Padalarang,Alam,Wisata Alam,Tenjolaya,Kabupaten Bogor,4.5,71,https://www.google.com/maps/place/Curug+Padalarang/data=!4m7!3m6!1s0x2e69d1cbbbf4a253:0x7920d0148af5c122!8m2!3d-6.6761795!4d106.7039096!16s%2Fg%2F11gb3m1k4z!19sChIJU6L0u8vRaS4RIsH1ihTQIHk?authuser=0&hl=id&rclk=1,-6.6761795,106.7039096
Curug Cipeuteuy,Alam,Wisata Alam,Tenjolaya,Kabupaten Bogor,4.5,82,https://www.google.com/maps/place/Curug+Cipeuteuy/data=!4m7!3m6!1s0x2e69d19572f1fa51:0x58050e3848747e7!8m2!3d-6.671289!4d106.7132521!16s%2Fg%2F11h2j0w075!19sChIJUfrxcpXRaS4R50eHhONQgAU?authuser=0&hl=id&rclk=1,-6.671289,106.7132521
NEW CIPUTRI BOGOR,Umum,Lainnya,Tenjolaya,Kabupaten Bogor,4.5,179,https://www.google.com/maps/place/NEW+CIPUTRI+BOGOR/data=!4m7!3m6!1s0x2e69d1c5e2354e8b:0xd8dac308b729bed0!8m2!3d-6.6765068!4d106.7064286!16s%2Fg%2F11f2rx4lbf!19sChIJi0414sXRaS4R0L4ptwjD2tg?authuser=0&hl=id&rclk=1,-6.6765068,106.7064286
Camping Ground Curug Hiji,Alam,Wisata Alam,Tenjolaya,Kabupaten Bogor,4.2,28,https://www.google.com/maps/place/Camping+Ground+Curug+Hiji/data=!4m7!3m6!1s0x2e69d17b9a8d3483:0x9c6176db62f618dd!8m2!3d-6.6713227!4d106.7176053!16s%2Fg%2F11sjwqhx0v!19sChIJgzSNmnvRaS4R3Rj2Ytt2YZw?authuser=0&hl=id&rclk=1,-6.6713227,106.7176053
WISATA ALAM CURUG BIDADARI,Alam,Wisata Alam,Tenjolaya,Kabupaten Bogor,3.6,7,https://www.google.com/maps/place/WISATA+ALAM+CURUG+BIDADARI/data=!4m7!3m6!1s0x2e69d197c9bb7fe3:0xa5e3bc296e81d049!8m2!3d-6.6756767!4d106.7029155!16s%2Fg%2F11tb_qz9pk!19sChIJ43-7yZfRaS4RSdCBbim846U?authuser=0&hl=id&rclk=1,-6.6756767,106.7029155
Curug Goong,Alam,Wisata Alam,Tenjolaya,Kabupaten Bogor,4.7,7,https://www.google.com/maps/place/Curug+Goong/data=!4m7!3m6!1s0x2e69d1590204c7c7:0x6caa8d32600f75dd!8m2!3d-6.6737226!4d106.7023224!16s%2Fg%2F11rx3wn57y!19sChIJx8cEAlnRaS4R3XUPYDKNqmw?authuser=0&hl=id&rclk=1,-6.6737226,106.7023224
PEMANDIAN CAMPEA,Umum,Lainnya,Tenjolaya,Kabupaten Bogor,4.6,28,https://www.google.com/maps/place/PEMANDIAN+CAMPEA/data=!4m7!3m6!1s0x2e69d1264b91b78f:0xb5d31a56b72f892c!8m2!3d-6.6661794!4d106.6982317!16s%2Fg%2F11p7172tn9!19sChIJj7eRSybRaS4RLIkvt1Ya07U?authuser=0&hl=id&rclk=1,-6.6661794,106.6982317
Watu Gulung,Umum,Lainnya,Tenjolaya,Kabupaten Bogor,5,3,https://www.google.com/maps/place/Watu+Gulung/data=!4m7!3m6!1s0x2e69d13f749fffc7:0x2b674192664151e8!8m2!3d-6.6811468!4d106.6953507!16s%2Fg%2F11v5x41_bg!19sChIJx_-fdD_RaS4R6FFBZpJBZys?authuser=0&hl=id&rclk=1,-6.6811468,106.6953507
Balong Mutiara ENDAH,Umum,Lainnya,Tenjolaya,Kabupaten Bogor,4.7,169,https://www.google.com/maps/place/Balong+Mutiara+ENDAH/data=!4m7!3m6!1s0x2e69d1dff99a1137:0xaca13da9e6cc96fa!8m2!3d-6.6799556!4d106.6944311!16s%2Fg%2F11qq98w4vb!19sChIJNxGa-d_RaS4R-pbM5qk9oaw?authuser=0&hl=id&rclk=1,-6.6799556,106.6944311
Wisata Kolam Renang Lembah Kahuripan,Rekreasi,Wisata Rekreasi,Tenjolaya,Kabupaten Bogor,5,11,https://www.google.com/maps/place/Wisata+Kolam+Renang+Lembah+Kahuripan/data=!4m7!3m6!1s0x2e69d1ec84d52e89:0xfe2c37c58b1cbda!8m2!3d-6.6351832!4d106.6907497!16s%2Fg%2F11tn9tpv_c!19sChIJiS7VhOzRaS4R2suxWHzD4g8?authuser=0&hl=id&rclk=1,-6.6351832,106.6907497
Curug Kiara,Alam,Wisata Alam,Tenjolaya,Kabupaten Bogor,4.5,30,https://www.google.com/maps/place/Curug+Kiara/data=!4m7!3m6!1s0x2e69d12dbaa1f73d:0xe9c6ef0f932f5bb5!8m2!3d-6.6842361!4d106.7110936!16s%2Fg%2F11h24k5zyb!19sChIJPfehui3RaS4RtVsvkw_vxuk?authuser=0&hl=id&rclk=1,-6.6842361,106.7110936
Curug Undak,Alam,Wisata Alam,Tenjolaya,Kabupaten Bogor,4.4,8,https://www.google.com/maps/place/Curug+Undak/data=!4m7!3m6!1s0x2e69cf731fbfe2f1:0xe7fc37cd3dd0be82!8m2!3d-6.677752!4d106.727655!16s%2Fg%2F11smvf57fp!19sChIJ8eK_H3PPaS4Rgr7QPc03_Oc?authuser=0&hl=id&rclk=1,-6.677752,106.727655
NEW CIPUTRI BOGOR,Umum,Lainnya,Tenjolaya,Kabupaten Bogor,4.7,31,https://www.google.com/maps/place/NEW+CIPUTRI+BOGOR/data=!4m7!3m6!1s0x2e69d131c08d1915:0x8928830396925398!8m2!3d-6.676281!4d106.7063372!16s%2Fg%2F11wqh2st3f!19sChIJFRmNwDHRaS4RmFOSlgODKIk?authuser=0&hl=id&rclk=1,-6.676281,106.7063372
Kolam Renang Aldepos,Rekreasi,Wisata Rekreasi,Tenjolaya,Kabupaten Bogor,4.2,1576,https://www.google.com/maps/place/Kolam+Renang+Aldepos/data=!4m7!3m6!1s0x2e69d075ad011c0b:0x17620d182682776b!8m2!3d-6.6339567!4d106.6957162!16s%2Fg%2F11f4qlhj5v!19sChIJCxwBrXXQaS4Ra3eCJhgNYhc?authuser=0&hl=id&rclk=1,-6.6339567,106.6957162
Cahaya Alam Salaca Camping Ground,Rekreasi,Wisata Rekreasi,Tenjolaya,Kabupaten Bogor,5,24,https://www.google.com/maps/place/Cahaya+Alam+Salaca+Camping+Ground/data=!4m7!3m6!1s0x2e69d1007804371d:0x65706ce322e6d2bc!8m2!3d-6.6621303!4d106.7080234!16s%2Fg%2F11x1410fkf!19sChIJHTcEeADRaS4RvNLmIuNscGU?authuser=0&hl=id&rclk=1,-6.6621303,106.7080234
MERAH PUTIH GLAMPING DAN CAMPING GROUND,Rekreasi,Wisata Rekreasi,Tenjolaya,Kabupaten Bogor,4.9,8,https://www.google.com/maps/place/MERAH+PUTIH+GLAMPING+DAN+CAMPING+GROUND/data=!4m7!3m6!1s0x2e69d10077d684db:0x78749ccb292d8139!8m2!3d-6.6636125!4d106.7232031!16s%2Fg%2F11wwrfbddz!19sChIJ24TWdwDRaS4ROYEtKcucdHg?authuser=0&hl=id&rclk=1,-6.6636125,106.7232031
Masuk Curug Luhur,Alam,Wisata Alam,Tenjolaya,Kabupaten Bogor,3.8,78,https://www.google.com/maps/place/Masuk+Curug+Luhur/data=!4m7!3m6!1s0x2e69d03a212a9f13:0x9581cb6ff8eceee1!8m2!3d-6.6607411!4d106.7059585!16s%2Fg%2F1q5ccd3d7!19sChIJE58qITrQaS4R4e7s-G_LgZU?authuser=0&hl=id&rclk=1,-6.6607411,106.7059585
PALATARAN TENJOLAYA,Umum,Lainnya,Tenjolaya,Kabupaten Bogor,5,8,https://www.google.com/maps/place/PALATARAN+TENJOLAYA/data=!4m7!3m6!1s0x2e69d1239ae240ad:0x64eb5e4b49fb4c80!8m2!3d-6.6690489!4d106.704445!16s%2Fg%2F11sv55nqy6!19sChIJrUDimiPRaS4RgEz7SUte62Q?authuser=0&hl=id&rclk=1,-6.6690489,106.704445
NEW CIPUTRI BOGOR,Umum,Lainnya,Tenjolaya,Kabupaten Bogor,4.4,5,https://www.google.com/maps/place/NEW+CIPUTRI+BOGOR/data=!4m7!3m6!1s0x2e69d10009a4370b:0xfff8c819d93f95d5!8m2!3d-6.6762553!4d106.7069437!16s%2Fg%2F11wm_lv2yk!19sChIJCzekCQDRaS4R1ZU_2RnI-P8?authuser=0&hl=id&rclk=1,-6.6762553,106.7069437
Bumi perkemahan curug hiji,Alam,Wisata Alam,Tenjolaya,Kabupaten Bogor,4.5,10,https://www.google.com/maps/place/Bumi+perkemahan+curug+hiji/data=!4m7!3m6!1s0x2e69d19963e5016d:0xdd23cd5540621815!8m2!3d-6.67031!4d106.7146565!16s%2Fg%2F11stgvv2rq!19sChIJbQHlY5nRaS4RFRhiQFXNI90?authuser=0&hl=id&rclk=1,-6.67031,106.7146565
Kolam jabur Azis odon fishing,Rekreasi,Wisata Rekreasi,Tenjolaya,Kabupaten Bogor,4.4,14,https://www.google.com/maps/place/Kolam+jabur+Azis+odon+fishing/data=!4m7!3m6!1s0x2e69d1ff9486203f:0x6ee02eda0a9ad830!8m2!3d-6.636115!4d106.702326!16s%2Fg%2F11ry4v8fc1!19sChIJPyCGlP_RaS4RMNiaCtou4G4?authuser=0&hl=id&rclk=1,-6.636115,106.702326
Wisata Alam Curug Hiji,Alam,Wisata Alam,Tenjolaya,Kabupaten Bogor,4.4,263,https://www.google.com/maps/place/Wisata+Alam+Curug+Hiji/data=!4m7!3m6!1s0x2e69d124453c5b33:0x42f08bab21d4083d!8m2!3d-6.6700146!4d106.7141895!16s%2Fg%2F11h03dmgyp!19sChIJM1s8RSTRaS4RPQjUIauL8EI?authuser=0&hl=id&rclk=1,-6.6700146,106.7141895
Saung Bale Hijau,Umum,Lainnya,Tenjolaya,Kabupaten Bogor,5,10,https://www.google.com/maps/place/Saung+Bale+Hijau/data=!4m7!3m6!1s0x2e69d16dee36de2f:0x233332e5c0b95dac!8m2!3d-6.6745119!4d106.7017625!16s%2Fg%2F11tn_8d337!19sChIJL9427m3RaS4RrF25wOUyMyM?authuser=0&hl=id&rclk=1,-6.6745119,106.7017625
Bogor Sky Garden,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.7,261,https://www.google.com/maps/place/Bogor+Sky+Garden/data=!4m7!3m6!1s0x2e69c5dbd161e639:0x2ad005a486818b38!8m2!3d-6.6055954!4d106.7955341!16s%2Fg%2F11q1lsj5dk!19sChIJOeZh0dvFaS4ROIuBhqQF0Co?authuser=0&hl=id&rclk=1,-6.6055954,106.7955341
Lawang Suryakencana,Umum,Lainnya,Bogor Barat,Kota Bogor,4.6,1132,https://www.google.com/maps/place/Lawang+Suryakencana/data=!4m7!3m6!1s0x2e69c5c148c983e1:0x7756376207fe4a0f!8m2!3d-6.6032729!4d106.7989098!16s%2Fg%2F11ggsg9sxh!19sChIJ4YPJSMHFaS4RD0r-B2I3Vnc?authuser=0&hl=id&rclk=1,-6.6032729,106.7989098
Taman Meksiko,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.6,1977,https://www.google.com/maps/place/Taman+Meksiko/data=!4m7!3m6!1s0x2e69c5c400d57233:0x1355d0edbbce6616!8m2!3d-6.6022434!4d106.8003444!16s%2Fg%2F1pzt8hvhy!19sChIJM3LVAMTFaS4RFmbOu-3QVRM?authuser=0&hl=id&rclk=1,-6.6022434,106.8003444
Hutan Kampoeng Taman Yasmin,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.1,29,https://www.google.com/maps/place/Hutan+Kampoeng+Taman+Yasmin/data=!4m7!3m6!1s0x2e69c50bd19b085f:0x287de4cf582ce54e!8m2!3d-6.56505!4d106.7700666!16s%2Fg%2F11k2mnyhgn!19sChIJXwib0QvFaS4RTuUsWM_kfSg?authuser=0&hl=id&rclk=1,-6.56505,106.7700666
Inti Agro Wisata Edukatif Bogor,Rekreasi,Wisata Rekreasi,Bogor Barat,Kota Bogor,4.4,145,https://www.google.com/maps/place/Inti+Agro+Wisata+Edukatif+Bogor/data=!4m7!3m6!1s0x2e69c4ed0efbbeff:0xb159f94a844810f5!8m2!3d-6.5701061!4d106.7568515!16s%2Fg%2F11c52_krg5!19sChIJ_777Du3EaS4R9RBIhEr5WbE?authuser=0&hl=id&rclk=1,-6.5701061,106.7568515
